AWB,HAWB,Flight_Number,ULD_Number,Origin,Destination,Booking_Date,SHC,Weight_kg,Length_cm,Width_cm,Height_cm,Preferred_ULD,Nature_Of_Goods,PCS,Temp_Required,Priority,Courier_Return,Completed,Consignee_Name
176-99237139,HWB345804,SV189,,AMS,SYD,2026-04-18,GEN,245.93,138,158,332,"AKE,PMC",General Cargo,42,No,Medium,True,True,EMIRATES MEDICAL
176-70349814,HWB128085,SV489,,FRA,SIN,2026-04-14,PER,410.03,127,70,386,"RAP,PMC",Food Items,79,Yes,Medium,False,True,QATAR PHARMA
176-46447411,HWB343269,SV674,,FRA,FRA,2026-04-06,PER,203.39,83,80,516,"RAP,PMC",Frozen Meat,85,Yes,High,True,True,GLOBAL FOODS
176-77377022,HWB105851,SV495,,AMS,JFK,2026-04-16,PIL,231.17,235,117,28,"RAP,RKN,ALF",Pharma,35,Yes,Low,True,True,LUXURY EXPORTS
176-16953155,HWB207957,SV488,,AMS,SYD,2026-04-25,BIG,2874.67,240,50,2215,PMC,Industrial Equipment,99,No,Low,True,True,LUXURY EXPORTS
176-25359560,HWB599073,SV155,,FRA,SIN,2026-04-02,GEN,239.73,115,123,356,"AKE,PMC",Retail Goods,81,No,Medium,True,False,QATAR PHARMA
176-79468597,HWB771740,SV986,,DOH,DXB,2026-04-02,GEN,79.53,97,63,1089,"AKE,PMC",Retail Goods,21,No,Medium,True,True,SEAFOOD EXPRESS
176-50150882,HWB983370,SV639,,SIN,SYD,2026-04-10,VAL,9.52,242,103,20,AKE,Gold,85,No,High,False,True,LUXURY EXPORTS
176-46991759,HWB193131,SV177,,LHR,CDG,2026-04-21,VAL,10.01,151,141,20,AKE,Gold,55,No,Low,True,False,GLOBAL FOODS
176-12087889,HWB684548,SV133,,FRA,SIN,2026-04-05,GEN,809.82,191,52,469,"AKE,PMC",General Cargo,31,No,Low,True,False,QATAR PHARMA
176-66543141,HWB304072,SV788,,SIN,LHR,2026-04-30,BIG,3908.34,233,116,347,PMC,Industrial Equipment,28,No,Medium,False,True,EMIRATES MEDICAL
176-75035598,HWB106154,SV183,,DXB,DXB,2026-04-29,PER,499.33,126,84,351,"RAP,PMC",Milk Products,96,Yes,Medium,True,False,SKY LOGISTICS
176-12492068,HWB714011,SV192,,DXB,SIN,2026-04-20,BIG,4446.07,67,143,1082,PMC,Industrial Equipment,47,No,High,True,True,EMIRATES MEDICAL
176-17891837,HWB362065,SV724,,LHR,FRA,2026-04-30,VAL,23.12,175,180,20,AKE,Jewelry,1,No,High,False,True,SEAFOOD EXPRESS
176-51384518,HWB144070,SV460,,SIN,SIN,2026-04-23,PER,153.18,123,64,515,"RAP,PMC",Milk Products,98,Yes,Medium,False,True,WORLD FREIGHT
176-42624513,HWB519543,SV946,,AMS,LHR,2026-04-01,PER,411.55,178,66,179,"RAP,PMC",Milk Products,70,Yes,High,True,False,WORLD FREIGHT
176-63695915,HWB531084,SV255,,DXB,SIN,2026-05-01,DGR,161.95,95,71,320,PMC,Chemicals,55,No,High,False,False,WORLD FREIGHT
176-48078080,HWB713739,SV175,,DXB,LHR,2026-04-14,AVI,159.58,63,55,1688,AKE,Pets,40,No,Low,False,True,SKY LOGISTICS
176-80388454,HWB505748,SV288,,DXB,JFK,2026-04-20,EAT,130.3,116,73,299,"PMC,RAP",Dry Foods,80,No,High,True,False,SEAFOOD EXPRESS
176-86396187,HWB711746,SV517,,DXB,SIN,2026-04-30,PIL,68.17,110,142,104,"RAP,RKN,ALF",Vaccines,49,Yes,Low,True,True,FAST CARGO
176-63662562,HWB682985,SV627,,LHR,FRA,2026-04-28,PER,400.6,155,61,416,"RAP,PMC",Frozen Meat,58,Yes,Low,True,False,SEAFOOD EXPRESS
176-33174916,HWB151228,SV635,,DOH,SYD,2026-04-17,GEN,336.05,209,106,145,"AKE,PMC",Retail Goods,78,No,High,True,False,FAST CARGO
176-90462263,HWB188749,SV258,,DXB,JFK,2026-04-25,AVI,115.02,79,45,548,AKE,Dogs,4,No,High,True,False,EMIRATES MEDICAL
176-63538936,HWB253924,SV960,,FRA,FRA,2026-04-15,GEN,669.75,76,90,1011,"AKE,PMC",Textiles,9,No,Medium,True,True,EMIRATES MEDICAL
176-25865713,HWB117493,SV309,,FRA,SYD,2026-04-10,EAT,661.47,225,153,41,"PMC,RAP",Dry Foods,64,No,Medium,True,False,SKY LOGISTICS
176-53919394,HWB973278,SV787,,LHR,LHR,2026-04-21,GEN,611.86,92,63,1011,"AKE,PMC",General Cargo,96,No,Low,True,False,QATAR PHARMA
176-17464009,HWB643781,SV287,,DXB,LHR,2026-04-05,PER,348.43,144,71,375,"RAP,PMC",Food Items,4,Yes,Low,False,False,SEAFOOD EXPRESS
176-45033347,HWB685838,SV735,,LHR,SIN,2026-05-01,AVI,189.63,70,158,136,AKE,Pets,100,No,Low,True,False,SEAFOOD EXPRESS
176-98433612,HWB482201,SV351,,AMS,DXB,2026-04-16,VAL,7.45,72,83,20,AKE,Jewelry,79,No,Medium,False,True,SEAFOOD EXPRESS
176-97461289,HWB868123,SV757,,DOH,LHR,2026-04-25,AVI,79.98,206,150,110,AKE,Dogs,40,No,High,False,False,EMIRATES MEDICAL
176-19736503,HWB788545,SV298,,LHR,FRA,2026-05-01,GEN,725.28,245,141,111,"AKE,PMC",Textiles,41,No,Medium,True,True,QATAR PHARMA
176-19834748,HWB620438,SV458,,MAA,SIN,2026-04-06,DGR,270.59,187,47,157,PMC,Lithium Batteries,12,No,Low,True,True,SKY LOGISTICS
176-88360154,HWB726650,SV839,,MAA,CDG,2026-04-27,COL,200.06,157,149,122,"RAP,RKN",Cool Cargo,67,Yes,Medium,True,True,WORLD FREIGHT
176-49449705,HWB993160,SV417,,SIN,SYD,2026-04-26,GEN,230.38,104,130,561,"AKE,PMC",Retail Goods,37,No,Low,True,False,WORLD FREIGHT
176-65832266,HWB234921,SV893,,DXB,LHR,2026-04-18,PIL,56.42,114,87,238,"RAP,RKN,ALF",Medicines,1,Yes,Low,False,False,LUXURY EXPORTS
176-73245675,HWB760471,SV134,,AMS,CDG,2026-04-26,GEN,788.52,130,111,448,"AKE,PMC",Retail Goods,12,No,Medium,True,True,LUXURY EXPORTS
176-14971344,HWB734407,SV933,,MAA,CDG,2026-04-09,GEN,304.59,174,78,327,"AKE,PMC",Retail Goods,66,No,High,False,False,GLOBAL FOODS
176-70651881,HWB373229,SV377,,AMS,SYD,2026-04-29,EAT,541.96,68,102,226,"PMC,RAP",Dry Foods,51,No,Low,False,True,GLOBAL FOODS
176-10361427,HWB153035,SV391,,MAA,CDG,2026-04-16,PIL,61.72,225,115,66,"RAP,RKN,ALF",Medicines,2,Yes,Low,False,False,EMIRATES MEDICAL
176-43372509,HWB733556,SV907,,AMS,CDG,2026-04-25,GEN,562.6,187,145,363,"AKE,PMC",General Cargo,23,No,High,True,True,SEAFOOD EXPRESS
176-15356036,HWB350135,SV626,,SIN,SYD,2026-04-24,PIL,242.24,200,162,74,"RAP,RKN,ALF",Pharma,71,Yes,Medium,False,True,WORLD FREIGHT
176-31132291,HWB737618,SV814,,SIN,DXB,2026-04-11,VAL,27.48,75,62,34,AKE,Jewelry,37,No,Low,False,True,FAST CARGO
176-36855295,HWB158189,SV294,,FRA,JFK,2026-04-05,MAG,109.18,131,138,127,PMC,Magnetized Equipment,34,No,High,True,False,WORLD FREIGHT
176-74822857,HWB144627,SV710,,DXB,DXB,2026-04-18,GEN,530.31,95,147,693,"AKE,PMC",Textiles,92,No,High,True,False,FAST CARGO
176-29496391,HWB950140,SV499,,LHR,DXB,2026-04-30,GEN,137.28,111,174,369,"AKE,PMC",General Cargo,43,No,Low,False,False,QATAR PHARMA
176-98334001,HWB225100,SV214,,FRA,FRA,2026-04-06,PER,165.2,123,179,118,"RAP,PMC",Frozen Meat,5,Yes,Medium,False,True,SKY LOGISTICS
176-10940923,HWB599173,SV588,,SIN,LHR,2026-04-16,GEN,347.86,64,137,731,"AKE,PMC",Textiles,36,No,Medium,False,True,SKY LOGISTICS
176-18525970,HWB403327,SV499,,AMS,DXB,2026-04-25,BIG,4529.3,242,131,220,PMC,Industrial Equipment,94,No,High,False,False,WORLD FREIGHT
176-34132613,HWB360253,SV434,,AMS,SYD,2026-04-14,PER,499.12,182,179,46,"RAP,PMC",Milk Products,49,Yes,High,False,True,QATAR PHARMA
176-50427301,HWB117242,SV232,,SIN,JFK,2026-04-18,GEN,761.59,184,128,70,"AKE,PMC",Textiles,58,No,High,True,False,SEAFOOD EXPRESS
176-41743034,HWB143547,SV505,,LHR,SIN,2026-04-13,GEN,364.11,204,168,242,"AKE,PMC",Retail Goods,2,No,Medium,True,True,GLOBAL FOODS
176-93730965,HWB671493,SV701,,MAA,DXB,2026-04-01,BIG,3349.79,142,139,590,PMC,Oversized Machinery,76,No,High,True,True,QATAR PHARMA
176-28153701,HWB124437,SV722,,SIN,LHR,2026-04-12,EAT,242.35,129,86,105,"PMC,RAP",Packed Food,89,No,High,False,False,WORLD FREIGHT
176-87105145,HWB780806,SV944,,DXB,JFK,2026-04-04,COL,279.24,66,121,211,"RAP,RKN",Cool Cargo,7,Yes,Low,False,True,SKY LOGISTICS
176-49631241,HWB793723,SV429,,SIN,SYD,2026-04-16,PIL,137.2,212,96,124,"RAP,RKN,ALF",Vaccines,81,Yes,Low,True,True,LUXURY EXPORTS
176-48294101,HWB445377,SV330,,FRA,DXB,2026-04-10,PER,398.87,67,111,652,"RAP,PMC",Food Items,72,Yes,High,True,False,LUXURY EXPORTS
176-47982292,HWB899108,SV438,,LHR,JFK,2026-04-29,BIG,2076.76,74,160,868,PMC,Oversized Machinery,22,No,Low,False,True,GLOBAL FOODS
176-64680466,HWB498339,SV112,,DXB,SYD,2026-04-23,DGR,327.44,195,131,28,PMC,Lithium Batteries,14,No,Medium,True,False,SEAFOOD EXPRESS
176-95945916,HWB261756,SV875,,LHR,JFK,2026-04-28,GEN,475.26,209,99,177,"AKE,PMC",General Cargo,17,No,High,False,True,LUXURY EXPORTS
176-36715740,HWB813970,SV104,,MAA,JFK,2026-05-01,DGR,214.32,100,65,126,PMC,Chemicals,87,No,Low,True,False,WORLD FREIGHT
176-69060861,HWB699871,SV163,,SIN,SIN,2026-04-17,GEN,350.23,123,101,119,"AKE,PMC",General Cargo,33,No,Medium,True,True,FAST CARGO
176-17598656,HWB844127,SV484,,SIN,FRA,2026-04-09,AVI,78.75,128,176,142,AKE,Pets,47,No,High,True,False,WORLD FREIGHT
176-86862400,HWB871059,SV181,,DOH,FRA,2026-04-04,AVI,29.79,248,54,344,AKE,Pets,82,No,Low,False,False,EMIRATES MEDICAL
176-62122549,HWB229032,SV667,,DXB,SIN,2026-04-11,MAG,151.15,116,139,64,PMC,Magnetized Equipment,92,No,Low,False,False,WORLD FREIGHT
176-72908845,HWB151564,SV890,,DXB,SIN,2026-04-22,PIL,186.73,150,84,41,"RAP,RKN,ALF",Pharma,89,Yes,Medium,False,True,EMIRATES MEDICAL
176-85653426,HWB294624,SV267,,MAA,CDG,2026-04-04,GEN,862.76,105,100,785,"AKE,PMC",Retail Goods,56,No,Medium,True,True,FAST CARGO
176-38548302,HWB924321,SV798,,DXB,SIN,2026-04-16,GEN,705.69,211,121,251,"AKE,PMC",Textiles,52,No,Medium,False,True,SKY LOGISTICS
176-31993670,HWB955089,SV504,,DOH,JFK,2026-04-25,VAL,46.16,248,131,20,AKE,Jewelry,80,No,Low,True,False,SKY LOGISTICS
176-31401507,HWB334707,SV838,,FRA,SYD,2026-04-30,PIL,168.35,211,47,109,"RAP,RKN,ALF",Vaccines,84,Yes,High,True,True,FAST CARGO
176-10017850,HWB168428,SV533,,FRA,SIN,2026-04-09,COL,154.71,240,130,87,"RAP,RKN",Cool Cargo,98,Yes,High,False,False,SKY LOGISTICS
176-91154743,HWB719697,SV637,,DXB,CDG,2026-04-03,GEN,963.45,205,76,349,"AKE,PMC",General Cargo,87,No,Medium,False,False,GLOBAL FOODS
176-62211236,HWB160375,SV553,,SIN,JFK,2026-04-05,PER,437.1,204,88,209,"RAP,PMC",Milk Products,89,Yes,Low,True,True,FAST CARGO
176-48164274,HWB357797,SV318,,AMS,SIN,2026-04-13,GEN,77.98,186,178,225,"AKE,PMC",General Cargo,100,No,Medium,True,True,WORLD FREIGHT
176-20124343,HWB534286,SV843,,FRA,FRA,2026-05-01,PIL,166.86,139,84,89,"RAP,RKN,ALF",Medicines,51,Yes,Medium,False,False,QATAR PHARMA
176-41949215,HWB496835,SV916,,MAA,LHR,2026-04-02,PIL,50.86,185,49,209,"RAP,RKN,ALF",Pharma,41,Yes,High,False,True,EMIRATES MEDICAL
176-49931273,HWB863284,SV154,,DXB,JFK,2026-04-16,GEN,741.53,83,54,298,"AKE,PMC",Retail Goods,3,No,Low,False,False,LUXURY EXPORTS
176-59828367,HWB696822,SV102,,DOH,JFK,2026-04-05,DGR,125.15,119,96,222,PMC,Chemicals,2,No,High,True,False,FAST CARGO
176-64162221,HWB934103,SV368,,LHR,FRA,2026-04-28,DGR,348.06,65,174,186,PMC,Chemicals,37,No,Low,False,False,LUXURY EXPORTS
176-80158105,HWB328158,SV701,,AMS,SYD,2026-04-04,AVI,107.43,182,40,539,AKE,Pets,87,No,Medium,False,True,EMIRATES MEDICAL
176-89091461,HWB876043,SV735,,SIN,SYD,2026-04-02,AVI,184.5,144,91,269,AKE,Birds,2,No,Medium,True,True,SEAFOOD EXPRESS
176-27688295,HWB881505,SV327,,FRA,LHR,2026-04-05,HEA,230.86,93,127,219,"PMC,PAG",Coffins,13,No,High,True,True,GLOBAL FOODS
176-48697204,HWB689703,SV447,,DXB,LHR,2026-04-20,BIG,4401.61,243,85,368,PMC,Oversized Machinery,1,No,Low,True,True,WORLD FREIGHT
176-31924339,HWB244148,SV297,,DOH,CDG,2026-04-29,PIL,235.33,142,55,380,"RAP,RKN,ALF",Pharma,91,Yes,Medium,False,False,SKY LOGISTICS
176-77647844,HWB829896,SV603,,MAA,SYD,2026-04-15,BIG,1227.27,65,77,2985,PMC,Oversized Machinery,17,No,High,False,False,QATAR PHARMA
176-19045273,HWB506777,SV634,,MAA,JFK,2026-04-10,PER,362.91,210,76,306,"RAP,PMC",Milk Products,10,Yes,Low,True,False,LUXURY EXPORTS
176-90457943,HWB662540,SV990,,SIN,JFK,2026-04-19,PIL,126.49,88,174,154,"RAP,RKN,ALF",Medicines,97,Yes,Low,False,False,WORLD FREIGHT
176-35876875,HWB811218,SV654,,DXB,DXB,2026-04-13,BIG,1712.03,153,58,2747,PMC,Industrial Equipment,20,No,High,False,True,QATAR PHARMA
176-21230536,HWB502853,SV510,,DXB,DXB,2026-04-14,VAL,3.91,155,141,20,AKE,Gold,54,No,Medium,False,False,WORLD FREIGHT
176-77009843,HWB797837,SV635,,LHR,LHR,2026-04-11,COL,251.97,210,65,282,"RAP,RKN",Temperature Goods,97,Yes,Medium,False,False,GLOBAL FOODS
176-10919202,HWB154843,SV495,,FRA,JFK,2026-04-01,GEN,292.03,146,117,285,"AKE,PMC",Retail Goods,67,No,Medium,True,False,QATAR PHARMA
176-53633661,HWB211685,SV257,,DXB,LHR,2026-04-09,PER,128.52,142,74,240,"RAP,PMC",Frozen Meat,34,Yes,High,False,False,QATAR PHARMA
176-81039251,HWB526283,SV647,,LHR,DXB,2026-04-07,GEN,811.59,100,151,562,"AKE,PMC",Textiles,100,No,High,False,False,QATAR PHARMA
176-64788919,HWB303408,SV146,,FRA,LHR,2026-04-08,EAT,138.11,223,164,30,"PMC,RAP",Snacks,20,No,High,False,True,SKY LOGISTICS
176-82552378,HWB741165,SV853,,FRA,SIN,2026-04-02,GEN,807.45,226,121,146,"AKE,PMC",General Cargo,78,No,Medium,True,True,EMIRATES MEDICAL
176-95626890,HWB169429,SV943,,FRA,JFK,2026-04-14,COL,273.52,104,131,201,"RAP,RKN",Temperature Goods,74,Yes,Medium,True,False,LUXURY EXPORTS
176-62242988,HWB738994,SV376,,FRA,DXB,2026-04-12,GEN,577.48,117,84,202,"AKE,PMC",Retail Goods,41,No,High,False,True,LUXURY EXPORTS
176-50151920,HWB634185,SV114,,FRA,LHR,2026-04-16,EAT,562.04,156,118,299,"PMC,RAP",Snacks,82,No,Low,True,False,QATAR PHARMA
176-16060922,HWB247173,SV773,,LHR,DXB,2026-04-18,PER,333.79,247,115,123,"RAP,PMC",Food Items,92,Yes,Low,False,False,SKY LOGISTICS
176-41308738,HWB194396,SV462,,FRA,CDG,2026-04-26,BIG,4423.61,92,85,3378,PMC,Oversized Machinery,43,No,Low,False,True,WORLD FREIGHT
176-22934433,HWB690894,SV861,,LHR,FRA,2026-04-08,GEN,852.16,246,40,241,"AKE,PMC",Retail Goods,61,No,Medium,False,False,LUXURY EXPORTS
176-51441410,HWB169933,SV625,,LHR,FRA,2026-04-22,BIG,2143.85,239,140,858,PMC,Industrial Equipment,88,No,Low,True,True,QATAR PHARMA
176-91386119,HWB435544,SV905,,AMS,CDG,2026-04-27,DGR,284.89,205,48,382,PMC,Lithium Batteries,90,No,Low,False,True,SEAFOOD EXPRESS
176-67628113,HWB132640,SV854,,AMS,LHR,2026-04-06,GEN,282.46,106,121,615,"AKE,PMC",Textiles,71,No,Medium,False,True,WORLD FREIGHT
176-38157130,HWB203449,SV969,,LHR,SIN,2026-04-17,PIL,259.66,216,96,59,"RAP,RKN,ALF",Pharma,1,Yes,Medium,False,True,FAST CARGO
176-59865975,HWB196754,SV931,,FRA,SYD,2026-04-03,BIG,4849.73,223,66,1893,PMC,Oversized Machinery,60,No,Low,True,False,SKY LOGISTICS
176-51930862,HWB534445,SV737,,FRA,CDG,2026-04-19,PER,429.33,187,76,301,"RAP,PMC",Food Items,54,Yes,High,True,True,WORLD FREIGHT
176-70439581,HWB755017,SV614,,FRA,DXB,2026-04-04,MAG,86.1,144,59,250,PMC,Magnetized Equipment,22,No,High,False,True,QATAR PHARMA
176-52460906,HWB963944,SV379,,DOH,SYD,2026-04-14,MAG,253.14,120,128,156,PMC,Magnetized Equipment,8,No,Low,False,False,WORLD FREIGHT
176-69749709,HWB541156,SV608,,SIN,LHR,2026-04-21,AVI,78.13,141,82,198,AKE,Dogs,76,No,Low,True,True,WORLD FREIGHT
176-88273836,HWB167949,SV428,,LHR,CDG,2026-04-12,EAT,226.08,222,62,297,"PMC,RAP",Packed Food,72,No,Low,False,False,SEAFOOD EXPRESS
176-45376376,HWB677234,SV624,,LHR,JFK,2026-04-17,GEN,434.74,241,125,197,"AKE,PMC",General Cargo,68,No,High,True,True,WORLD FREIGHT
176-24599424,HWB289170,SV217,,AMS,SYD,2026-04-13,PIL,69.82,174,42,149,"RAP,RKN,ALF",Pharma,78,Yes,High,False,True,GLOBAL FOODS
176-80195166,HWB774837,SV496,,DOH,FRA,2026-04-18,GEN,931.98,127,93,577,"AKE,PMC",General Cargo,66,No,High,True,False,QATAR PHARMA
176-89992496,HWB138428,SV994,,MAA,DXB,2026-05-01,PIL,147.01,123,57,342,"RAP,RKN,ALF",Vaccines,76,Yes,High,True,False,SKY LOGISTICS
176-40999969,HWB334780,SV381,,AMS,CDG,2026-04-20,AVI,119.87,149,105,187,AKE,Pets,56,No,Low,False,False,QATAR PHARMA
176-54010480,HWB582598,SV623,,FRA,JFK,2026-04-16,GEN,728.16,87,40,402,"AKE,PMC",Textiles,94,No,High,True,False,LUXURY EXPORTS
176-41692245,HWB875668,SV203,,DOH,SIN,2026-04-15,COL,233.83,72,138,342,"RAP,RKN",Cool Cargo,13,Yes,Medium,False,False,QATAR PHARMA
176-14393557,HWB474841,SV230,,AMS,DXB,2026-04-22,COL,353.25,172,147,77,"RAP,RKN",Temperature Goods,80,Yes,Low,True,False,EMIRATES MEDICAL
176-82127924,HWB319400,SV207,,MAA,LHR,2026-04-17,GEN,92.48,102,145,291,"AKE,PMC",General Cargo,40,No,Medium,True,True,SKY LOGISTICS
176-16606138,HWB308092,SV510,,FRA,JFK,2026-04-28,GEN,978.89,186,136,321,"AKE,PMC",General Cargo,42,No,Low,False,True,QATAR PHARMA
176-92934499,HWB568093,SV650,,MAA,SYD,2026-04-15,AVI,135.0,149,179,202,AKE,Dogs,30,No,Low,False,False,LUXURY EXPORTS
176-87108752,HWB949561,SV400,,MAA,SYD,2026-04-16,PIL,178.09,156,65,114,"RAP,RKN,ALF",Medicines,99,Yes,Medium,False,False,QATAR PHARMA
176-52855452,HWB603070,SV323,,DOH,JFK,2026-04-20,GEN,460.41,182,97,534,"AKE,PMC",Textiles,85,No,High,True,False,WORLD FREIGHT
176-99839973,HWB254457,SV778,,LHR,SIN,2026-04-20,PER,281.2,101,155,298,"RAP,PMC",Food Items,66,Yes,Medium,True,True,SKY LOGISTICS
176-98837210,HWB419081,SV757,,DXB,SYD,2026-04-12,VAL,41.66,78,48,61,AKE,Gold,30,No,High,False,True,SEAFOOD EXPRESS
176-44130157,HWB663655,SV353,,FRA,JFK,2026-04-21,EAT,323.71,135,45,707,"PMC,RAP",Snacks,4,No,Medium,True,False,EMIRATES MEDICAL
176-33714390,HWB862477,SV225,,SIN,FRA,2026-04-13,PER,438.62,141,106,256,"RAP,PMC",Milk Products,74,Yes,Medium,False,True,WORLD FREIGHT
176-25422230,HWB545324,SV165,,LHR,DXB,2026-04-20,GEN,753.69,86,58,1866,"AKE,PMC",Retail Goods,2,No,High,True,True,GLOBAL FOODS
176-48477438,HWB203685,SV333,,DOH,SYD,2026-04-27,PIL,191.14,147,83,55,"RAP,RKN,ALF",Vaccines,36,Yes,Low,False,False,QATAR PHARMA
176-75344357,HWB950249,SV560,,SIN,DXB,2026-04-07,MAG,197.7,156,81,201,PMC,Magnetized Equipment,76,No,Low,True,False,EMIRATES MEDICAL
176-13848263,HWB951346,SV255,,LHR,SYD,2026-04-07,COL,291.08,247,59,118,"RAP,RKN",Temperature Goods,96,Yes,High,False,True,GLOBAL FOODS
176-71697164,HWB229094,SV714,,AMS,JFK,2026-04-15,VAL,44.64,200,63,21,AKE,Jewelry,53,No,Medium,True,True,SKY LOGISTICS
176-33339936,HWB950717,SV132,,DXB,SYD,2026-04-09,PER,398.64,146,163,195,"RAP,PMC",Food Items,18,Yes,Low,True,False,QATAR PHARMA
176-66824661,HWB680624,SV326,,LHR,JFK,2026-04-15,GEN,904.66,240,47,255,"AKE,PMC",Retail Goods,80,No,Low,True,True,WORLD FREIGHT
176-50859780,HWB389488,SV933,,LHR,DXB,2026-04-21,PIL,203.57,170,82,94,"RAP,RKN,ALF",Vaccines,38,Yes,High,True,True,FAST CARGO
176-63076788,HWB478007,SV544,,SIN,SIN,2026-04-10,HEA,228.75,215,151,65,"PMC,PAG",Coffins,7,No,High,False,True,WORLD FREIGHT
176-88457847,HWB920295,SV868,,SIN,FRA,2026-04-19,EAT,176.94,100,53,435,"PMC,RAP",Dry Foods,49,No,Low,False,False,SKY LOGISTICS
176-45260096,HWB951331,SV194,,SIN,CDG,2026-04-13,BIG,1322.18,85,124,2099,PMC,Oversized Machinery,4,No,High,False,True,SKY LOGISTICS
176-37955709,HWB972146,SV900,,SIN,SYD,2026-04-24,EAT,580.95,112,88,310,"PMC,RAP",Snacks,88,No,Medium,False,False,SKY LOGISTICS
176-10106518,HWB415296,SV580,,DOH,SIN,2026-04-19,GEN,556.77,164,178,199,"AKE,PMC",General Cargo,9,No,Medium,False,False,SEAFOOD EXPRESS
176-74720021,HWB406614,SV694,,DOH,SIN,2026-04-22,EAT,543.36,127,112,105,"PMC,RAP",Packed Food,46,No,High,True,False,WORLD FREIGHT
176-38676458,HWB166613,SV237,,DOH,FRA,2026-04-11,DGR,282.68,136,100,231,PMC,Chemicals,38,No,High,False,False,FAST CARGO
176-78965468,HWB303758,SV153,,AMS,CDG,2026-04-04,PIL,173.89,84,52,364,"RAP,RKN,ALF",Vaccines,65,Yes,High,True,True,WORLD FREIGHT
176-53563380,HWB196573,SV166,,SIN,SIN,2026-04-03,GEN,131.49,160,180,99,"AKE,PMC",Retail Goods,62,No,Low,False,True,GLOBAL FOODS
176-71217726,HWB202045,SV146,,FRA,FRA,2026-04-18,GEN,511.59,185,79,406,"AKE,PMC",Retail Goods,81,No,Low,False,False,EMIRATES MEDICAL
176-64565700,HWB773515,SV661,,AMS,SYD,2026-04-02,GEN,364.14,73,132,528,"AKE,PMC",General Cargo,19,No,Medium,True,True,GLOBAL FOODS
176-36330288,HWB112831,SV513,,MAA,DXB,2026-04-24,PER,476.83,60,149,192,"RAP,PMC",Food Items,25,Yes,High,True,False,LUXURY EXPORTS
176-12532270,HWB808082,SV434,,DOH,SIN,2026-04-23,BIG,3611.22,82,115,1418,PMC,Oversized Machinery,37,No,Low,True,True,EMIRATES MEDICAL
176-23837417,HWB430340,SV177,,SIN,LHR,2026-04-02,GEN,75.94,229,162,126,"AKE,PMC",Textiles,76,No,Low,True,True,GLOBAL FOODS
176-79700177,HWB247481,SV231,,DXB,SYD,2026-04-28,PIL,156.1,111,64,157,"RAP,RKN,ALF",Medicines,36,Yes,High,True,False,FAST CARGO
176-59987814,HWB496131,SV243,,AMS,DXB,2026-04-02,AVI,43.49,66,92,711,AKE,Dogs,85,No,Low,True,True,GLOBAL FOODS
176-40014729,HWB703849,SV203,,DXB,SIN,2026-04-07,EAT,224.64,103,114,358,"PMC,RAP",Dry Foods,23,No,Medium,True,False,GLOBAL FOODS
176-55034753,HWB972838,SV980,,LHR,FRA,2026-04-09,GEN,200.41,80,161,590,"AKE,PMC",Retail Goods,43,No,High,True,False,SKY LOGISTICS
176-91793881,HWB564223,SV538,,DOH,DXB,2026-04-10,DGR,229.88,89,118,378,PMC,Chemicals,34,No,Low,False,False,FAST CARGO
176-88295005,HWB473931,SV353,,LHR,SYD,2026-04-26,GEN,215.17,161,160,57,"AKE,PMC",Retail Goods,82,No,Low,False,True,EMIRATES MEDICAL
176-33803103,HWB752036,SV583,,DOH,SIN,2026-04-12,BIG,3077.82,185,107,1056,PMC,Industrial Equipment,52,No,High,False,True,SEAFOOD EXPRESS
176-18903426,HWB380505,SV599,,DOH,JFK,2026-04-28,PIL,142.73,83,179,89,"RAP,RKN,ALF",Medicines,48,Yes,High,True,False,SEAFOOD EXPRESS
176-39417237,HWB361319,SV514,,DOH,CDG,2026-04-12,PER,142.09,159,87,208,"RAP,PMC",Milk Products,48,Yes,High,False,False,EMIRATES MEDICAL
176-41316383,HWB454485,SV313,,FRA,CDG,2026-04-22,EAT,336.28,154,137,252,"PMC,RAP",Dry Foods,89,No,Low,False,True,LUXURY EXPORTS
176-62111008,HWB617843,SV706,,DXB,LHR,2026-04-29,EAT,249.9,154,87,204,"PMC,RAP",Packed Food,44,No,Medium,True,True,WORLD FREIGHT
176-93925863,HWB673625,SV329,,SIN,LHR,2026-04-07,BIG,3640.29,174,51,1742,PMC,Oversized Machinery,85,No,Medium,False,False,SEAFOOD EXPRESS
176-23591973,HWB512401,SV848,,FRA,SIN,2026-04-26,GEN,685.32,127,152,64,"AKE,PMC",Retail Goods,73,No,Medium,True,True,SEAFOOD EXPRESS
176-77121355,HWB187348,SV203,,LHR,SYD,2026-05-01,GEN,386.76,179,107,157,"AKE,PMC",Textiles,84,No,High,False,True,QATAR PHARMA
176-27555507,HWB497976,SV160,,LHR,FRA,2026-04-16,GEN,71.97,117,108,653,"AKE,PMC",General Cargo,100,No,High,True,False,SEAFOOD EXPRESS
176-84615922,HWB246735,SV495,,AMS,LHR,2026-04-01,DGR,481.52,204,55,407,PMC,Chemicals,16,No,High,True,False,SEAFOOD EXPRESS
176-69327130,HWB516138,SV288,,SIN,FRA,2026-04-25,GEN,612.55,98,64,586,"AKE,PMC",Retail Goods,19,No,Low,True,False,EMIRATES MEDICAL
